,coverage_rate,rooms_used,avg_rooms_used_per_day,avg_provider_day_length,total_travel_distance,avg_room_utilization,idle_time_minutes,room_conflict_count,room_switches_per_provider_day,no_show_adjusted_utilization
Historical Baseline,1.0,16,12.75,297.46031746031747,0.0,0.35517241379310344,10745.0,159,0.6507936507936508,0.9245742092457421
